,Agency,Communion,Social Connection,Antisocial,Positive,Year,Year_Bin
25,0.13095238095238096,0.005952380952380952,0.057803468208092484,0.005780346820809248,0.04046242774566474,1952,1950s
26,0.08527131782945736,0.007751937984496124,0.16541353383458646,0.0,0.11278195488721804,1953,1950s
27,0.013468013468013467,0.003367003367003367,0.1536144578313253,0.0,0.02710843373493976,1953,1950s
28,0.12781954887218044,0.0,0.06666666666666667,0.0,0.022222222222222223,1953,1950s
29,0.033707865168539325,0.011235955056179775,0.08791208791208792,0.0,0.054945054945054944,1953,1950s
30,0.030303030303030304,0.0,0.19090909090909092,0.0,0.06363636363636363,1953,1950s
31,0.10625,0.0,0.08982035928143713,0.0,0.0658682634730539,1953,1950s
32,0.07746478873239436,0.0,0.12666666666666668,0.0,0.03333333333333333,1953,1950s
33,0.09202453987730061,0.0,0.2113095238095238,0.002976190476190476,0.02976190476190476,1953,1950s
34,0.06521739130434782,0.0,0.08163265306122448,0.0,0.09183673469387756,1953,1950s
35,0.08633093525179857,0.0,0.16326530612244897,0.013605442176870748,0.05442176870748299,1954,1950s
36,0.035897435897435895,0.0,0.21,0.0,0.06,1954,1950s
37,0.09523809523809523,0.0,0.14814814814814814,0.0,0.05555555555555555,1954,1950s
38,0.0,0.0,0.10326086956521739,0.0,0.04891304347826087,1954,1950s
39,0.0,0.0,0.06371191135734072,0.002770083102493075,0.019390581717451522,1954,1950s
40,0.007874015748031496,0.0,0.13533834586466165,0.007518796992481203,0.045112781954887216,1954,1950s
41,0.004651162790697674,0.0,0.11627906976744186,0.0,0.09689922480620156,1954,1950s
42,0.17088607594936708,0.012658227848101266,0.17647058823529413,0.0,0.09411764705882353,1954,1950s
43,0.07272727272727272,0.0,0.08620689655172414,0.008620689655172414,0.06896551724137931,1954,1950s
44,0.10897435897435898,0.0,0.14545454545454545,0.0,0.06060606060606061,1954,1950s
45,0.09230769230769231,0.038461538461538464,0.1259259259259259,0.0,0.014814814814814815,1954,1950s
46,0.0,0.0,0.18859649122807018,0.0,0.12719298245614036,1954,1950s
47,0.08771929824561403,0.0,0.11570247933884298,0.0,0.0743801652892562,1954,1950s
48,0.10625,0.0,0.08982035928143713,0.0,0.0658682634730539,1954,1950s
49,0.2459016393442623,0.0,0.14516129032258066,0.0,0.06451612903225806,1955,1950s
50,0.0625,0.0,0.11363636363636363,0.0,0.045454545454545456,1955,1950s
51,0.10646387832699619,0.0,0.060714285714285714,0.0,0.014285714285714285,1955,1950s
52,0.0,0.0,0.2,0.0,0.025806451612903226,1955,1950s
53,0.02830188679245283,0.014150943396226415,0.15384615384615385,0.0,0.013574660633484163,1955,1950s
54,0.07575757575757576,0.015151515151515152,0.15151515151515152,0.015151515151515152,0.07575757575757576,1955,1950s
55,0.004,0.004,0.11969111969111969,0.011583011583011582,0.015444015444015444,1955,1950s
56,0.1206896551724138,0.0,0.16666666666666666,0.0,0.06666666666666667,1955,1950s
57,0.015463917525773196,0.0,0.13615023474178403,0.004694835680751174,0.056338028169014086,1956,1950s
58,0.07253886010362694,0.010362694300518135,0.09956709956709957,0.030303030303030304,0.05194805194805195,1956,1950s
59,0.07964601769911504,0.017699115044247787,0.10344827586206896,0.0,0.008620689655172414,1956,1950s
60,0.02631578947368421,0.0,0.17479674796747968,0.0,0.06504065040650407,1956,1950s
61,0.024,0.0,0.10077519379844961,0.0,0.06976744186046512,1956,1950s
62,0.08695652173913043,0.0,0.03977272727272727,0.0,0.06818181818181818,1956,1950s
63,0.16216216216216217,0.0,0.12280701754385964,0.0,0.05263157894736842,1956,1950s
64,0.21739130434782608,0.0,0.14754098360655737,0.0,0.05737704918032787,1956,1950s
65,0.248,0.0,0.203125,0.0,0.234375,1956,1950s
66,0.10285714285714286,0.0,0.08791208791208792,0.0,0.038461538461538464,1956,1950s
67,0.08888888888888889,0.0,0.0797872340425532,0.0,0.026595744680851064,1956,1950s
68,0.10646387832699619,0.0,0.060714285714285714,0.0,0.014285714285714285,1956,1950s
69,0.07377049180327869,0.0,0.12096774193548387,0.0,0.056451612903225805,1956,1950s
70,0.11678832116788321,0.0,0.15853658536585366,0.006097560975609756,0.042682926829268296,1956,1950s
71,0.15384615384615385,0.0,0.0942622950819672,0.0,0.020491803278688523,1956,1950s
72,0.09740259740259741,0.032467532467532464,0.13529411764705881,0.0,0.047058823529411764,1956,1950s
73,0.10606060606060606,0.0,0.09090909090909091,0.0,0.015151515151515152,1956,1950s
74,0.08080808080808081,0.0,0.13592233009708737,0.0,0.019417475728155338,1956,1950s
75,0.08,0.01,0.10377358490566038,0.0,0.09433962264150944,1956,1950s
76,0.061855670103092786,0.010309278350515464,0.20408163265306123,0.0,0.16326530612244897,1956,1950s
77,0.0446927374301676,0.00558659217877095,0.11666666666666667,0.0,0.08888888888888889,1956,1950s
78,0.05898876404494382,0.0,0.041884816753926704,0.0,0.007853403141361256,1956,1950s
79,0.04522613065326633,0.002512562814070352,0.08415841584158416,0.0,0.04207920792079208,1956,1950s
80,0.11475409836065574,0.0,0.18548387096774194,0.0,0.08064516129032258,1956,1950s
81,0.0603448275862069,0.0,0.2125984251968504,0.007874015748031496,0.08661417322834646,1956,1950s
82,0.08163265306122448,0.0,0.07,0.0,0.06,1956,1950s
83,0.09444444444444444,0.0,0.24468085106382978,0.0,0.06382978723404255,1956,1950s
84,0.044444444444444446,0.0,0.08021390374331551,0.0,0.08021390374331551,1956,1950s
85,0.0,0.0,0.1951219512195122,0.0,0.03048780487804878,1956,1950s
86,0.01904761904761905,0.0,0.09274193548387097,0.0,0.012096774193548387,1956,1950s
87,0.08064516129032258,0.0,0.13145539906103287,0.0,0.03286384976525822,1956,1950s
88,0.044534412955465584,0.0,0.1606425702811245,0.0,0.01606425702811245,1956,1950s
89,0.1564245810055866,0.0,0.07329842931937172,0.0,0.020942408376963352,1956,1950s
90,0.13855421686746988,0.006024096385542169,0.2,0.0,0.07647058823529412,1956,1950s
91,0.07692307692307693,0.0,0.2692307692307692,0.0,0.19230769230769232,1956,1950s
92,0.0,0.0,0.0851063829787234,0.0,0.0425531914893617,1956,1950s
93,0.046296296296296294,0.0,0.1565217391304348,0.0,0.05217391304347826,1956,1950s
94,0.06428571428571428,0.0,0.07333333333333333,0.0,0.08666666666666667,1956,1950s
95,0.029045643153526972,0.0,0.14173228346456693,0.0,0.023622047244094488,1956,1950s
96,0.09448818897637795,0.0,0.08602150537634409,0.0,0.07885304659498207,1957,1950s
97,0.047058823529411764,0.023529411764705882,0.12941176470588237,0.0,0.08235294117647059,1957,1950s
98,0.023529411764705882,0.03529411764705882,0.13966480446927373,0.0,0.08379888268156424,1957,1950s
99,0.1044776119402985,0.0,0.09259259259259259,0.0,0.08024691358024691,1957,1950s
100,0.14027149321266968,0.0,0.20425531914893616,0.00425531914893617,0.06808510638297872,1957,1950s
101,0.0,0.0,0.14626865671641792,0.0,0.05373134328358209,1957,1950s
102,0.11299435028248588,0.0,0.3020833333333333,0.0,0.15104166666666666,1957,1950s
103,0.1111111111111111,0.0,0.10638297872340426,0.0,0.031914893617021274,1957,1950s
104,0.0176678445229682,0.0035335689045936395,0.07666666666666666,0.0,0.01,1957,1950s
105,0.05,0.0,0.07692307692307693,0.0,0.015384615384615385,1957,1950s
106,0.005025125628140704,0.06532663316582915,0.1890547263681592,0.0,0.03482587064676617,1957,1950s
107,0.17647058823529413,0.0,0.25654450261780104,0.0,0.06806282722513089,1957,1950s
108,0.04017857142857143,0.0,0.11790393013100436,0.0,0.03056768558951965,1957,1950s
109,0.0038910505836575876,0.0,0.11070110701107011,0.0,0.033210332103321034,1957,1950s
110,0.10126582278481013,0.0,0.11363636363636363,0.0,0.045454545454545456,1957,1950s
111,0.15168539325842698,0.011235955056179775,0.16489361702127658,0.0,0.06382978723404255,1957,1950s
112,0.013513513513513514,0.02702702702702703,0.12727272727272726,0.0,0.07272727272727272,1957,1950s
113,0.05352112676056338,0.0,0.09041095890410959,0.010958904109589041,0.08493150684931507,1957,1950s
114,0.06276150627615062,0.02092050209205021,0.08,0.0,0.02,1957,1950s
115,0.05434782608695652,0.0,0.1282051282051282,0.0,0.06666666666666667,1957,1950s
116,0.08403361344537816,0.03361344537815126,0.1746031746031746,0.0,0.06349206349206349,1957,1950s
117,0.08839779005524862,0.0,0.21428571428571427,0.0,0.061224489795918366,1957,1950s
118,0.07065217391304347,0.0,0.11594202898550725,0.0,0.014492753623188406,1957,1950s
119,0.06756756756756757,0.0,0.13815789473684212,0.0,0.06578947368421052,1957,1950s
120,0.07142857142857142,0.0,0.1864406779661017,0.0,0.062146892655367235,1957,1950s
121,0.07327586206896551,0.008620689655172414,0.0896551724137931,0.0,0.020689655172413793,1957,1950s
122,0.0,0.0,0.11403508771929824,0.0,0.07017543859649122,1957,1950s
123,0.08,0.01,0.10377358490566038,0.0,0.09433962264150944,1957,1950s
124,0.09734513274336283,0.0,0.03361344537815126,0.008403361344537815,0.025210084033613446,1957,1950s
125,0.08571428571428572,0.03428571428571429,0.1366120218579235,0.0,0.060109289617486336,1957,1950s
126,0.248,0.0,0.203125,0.0,0.234375,1957,1950s
127,0.09491525423728814,0.0,0.04838709677419355,0.0,0.02258064516129032,1957,1950s
128,0.07,0.0,0.14218009478672985,0.009478672985781991,0.061611374407582936,1957,1950s
129,0.08737864077669903,0.0,0.11009174311926606,0.009174311926605505,0.05504587155963303,1957,1950s
130,0.06748466257668712,0.024539877300613498,0.04819277108433735,0.0,0.04216867469879518,1957,1950s
131,0.11764705882352941,0.0,0.14361702127659576,0.0,0.005319148936170213,1957,1950s
132,0.10227272727272728,0.0,0.24315068493150685,0.0,0.18835616438356165,1957,1950s
133,0.04935064935064935,0.0,0.11450381679389313,0.002544529262086514,0.015267175572519083,1957,1950s
134,0.09868421052631579,0.019736842105263157,0.18471337579617833,0.0,0.07643312101910828,1957,1950s
135,0.04142011834319527,0.0,0.10270270270270271,0.0,0.016216216216216217,1957,1950s
136,0.029850746268656716,0.0,0.18181818181818182,0.0,0.025974025974025976,1957,1950s
137,0.042735042735042736,0.0,0.08264462809917356,0.0,0.12396694214876033,1957,1950s
138,0.13991769547325103,0.0,0.16296296296296298,0.0,0.08518518518518518,1957,1950s
139,0.10810810810810811,0.0,0.039473684210526314,0.0,0.06578947368421052,1957,1950s
140,0.07142857142857142,0.0,0.1349206349206349,0.0,0.05555555555555555,1957,1950s
141,0.05952380952380952,0.0,0.14285714285714285,0.0,0.04395604395604396,1957,1950s
142,0.0070921985815602835,0.0,0.16778523489932887,0.0,0.0738255033557047,1958,1950s
143,0.0,0.009345794392523364,0.21052631578947367,0.0,0.043859649122807015,1958,1950s
144,0.15789473684210525,0.0,0.08080808080808081,0.0,0.050505050505050504,1958,1950s
145,0.0639269406392694,0.0182648401826484,0.08071748878923767,0.0,0.05829596412556054,1958,1950s
146,0.005376344086021506,0.06989247311827956,0.14285714285714285,0.0,0.04591836734693878,1958,1950s
147,0.006802721088435374,0.0,0.13291139240506328,0.0,0.006329113924050633,1958,1950s
148,0.11023622047244094,0.0,0.07692307692307693,0.011538461538461539,0.038461538461538464,1958,1950s
149,0.1377551020408163,0.025510204081632654,0.12135922330097088,0.0048543689320388345,0.02912621359223301,1958,1950s
150,0.011278195488721804,0.0,0.1708185053380783,0.0,0.0071174377224199285,1958,1950s
151,0.00904977375565611,0.0,0.06521739130434782,0.0,0.030434782608695653,1958,1950s
152,0.08396946564885496,0.015267175572519083,0.14814814814814814,0.0,0.044444444444444446,1958,1950s
153,0.16751269035532995,0.0,0.12560386473429952,0.0,0.16908212560386474,1958,1950s
154,0.04017857142857143,0.0,0.08333333333333333,0.0,0.02631578947368421,1958,1950s
155,0.09009009009009009,0.009009009009009009,0.01606425702811245,0.0,0.024096385542168676,1958,1950s
156,0.03614457831325301,0.0,0.1956521739130435,0.0,0.07608695652173914,1958,1950s
157,0.0,0.0,0.13761467889908258,0.0,0.05504587155963303,1958,1950s
158,0.13333333333333333,0.0,0.17679558011049723,0.0,0.16574585635359115,1958,1950s
159,0.0825242718446602,0.0,0.08482142857142858,0.0,0.07142857142857142,1958,1950s
160,0.07664233576642336,0.0,0.06690140845070422,0.0,0.08098591549295775,1958,1950s
161,0.014184397163120567,0.0070921985815602835,0.1702127659574468,0.0,0.09929078014184398,1958,1950s
162,0.07142857142857142,0.02142857142857143,0.09523809523809523,0.0,0.047619047619047616,1958,1950s
163,0.028985507246376812,0.028985507246376812,0.1527777777777778,0.0,0.041666666666666664,1958,1950s
164,0.0759493670886076,0.016877637130801686,0.11788617886178862,0.0,0.08943089430894309,1958,1950s
165,0.10714285714285714,0.0,0.05785123966942149,0.0,0.0743801652892562,1958,1950s
166,0.10091743119266056,0.0,0.13157894736842105,0.0,0.07894736842105263,1958,1950s
167,0.12571428571428572,0.005714285714285714,0.0427807486631016,0.0,0.0106951871657754,1958,1950s
168,0.06060606060606061,0.030303030303030304,0.24087591240875914,0.0,0.15328467153284672,1958,1950s
169,0.09375,0.0078125,0.13138686131386862,0.0,0.0948905109489051,1958,1950s
170,0.10218978102189781,0.0,0.10071942446043165,0.0,0.007194244604316547,1958,1950s
171,0.004366812227074236,0.0,0.10434782608695652,0.0,0.021739130434782608,1958,1950s
172,0.07027027027027027,0.0,0.09090909090909091,0.0,0.025252525252525252,1958,1950s
173,0.06521739130434782,0.0036231884057971015,0.18815331010452963,0.006968641114982578,0.04878048780487805,1958,1950s
174,0.1326530612244898,0.0,0.21904761904761905,0.0,0.10476190476190476,1958,1950s
175,0.0,0.0031446540880503146,0.16718266253869968,0.0,0.015479876160990712,1958,1950s
176,0.09701492537313433,0.0,0.1513157894736842,0.0,0.05263157894736842,1958,1950s
177,0.0792838874680307,0.005115089514066497,0.11528822055137844,0.005012531328320802,0.02506265664160401,1958,1950s
178,0.05172413793103448,0.0,0.1935483870967742,0.0,0.06451612903225806,1958,1950s
179,0.022058823529411766,0.0,0.11688311688311688,0.0,0.07142857142857142,1958,1950s
180,0.1357142857142857,0.0,0.04395604395604396,0.0,0.005494505494505495,1958,1950s
181,0.1864406779661017,0.0,0.10582010582010581,0.0,0.06349206349206349,1958,1950s
182,0.11165048543689321,0.0,0.18604651162790697,0.004651162790697674,0.08372093023255814,1958,1950s
183,0.07567567567567568,0.016216216216216217,0.1256544502617801,0.0,0.02617801047120419,1958,1950s
184,0.0,0.0794392523364486,0.12895927601809956,0.004524886877828055,0.006787330316742082,1959,1950s
185,0.0045045045045045045,0.0045045045045045045,0.08823529411764706,0.004201680672268907,0.01680672268907563,1959,1950s
186,0.03571428571428571,0.0,0.1111111111111111,0.0,0.0718954248366013,1959,1950s
187,0.14035087719298245,0.0,0.11983471074380166,0.0,0.0743801652892562,1959,1950s
188,0.13934426229508196,0.0,0.18604651162790697,0.0,0.06976744186046512,1959,1950s
189,0.09375,0.0,0.17777777777777778,0.0,0.037037037037037035,1959,1950s
190,0.10526315789473684,0.0,0.19298245614035087,0.0,0.09649122807017543,1959,1950s
191,0.03825136612021858,0.0,0.13930348258706468,0.0,0.009950248756218905,1959,1950s
192,0.0891089108910891,0.0,0.11926605504587157,0.0,0.03669724770642202,1959,1950s
193,0.0546448087431694,0.0,0.22950819672131148,0.0,0.01092896174863388,1959,1950s
194,0.06481481481481481,0.0,0.0846774193548387,0.0,0.056451612903225805,1959,1950s
195,0.09259259259259259,0.018518518518518517,0.10674157303370786,0.0,0.033707865168539325,1959,1950s
196,0.06060606060606061,0.010101010101010102,0.05357142857142857,0.0,0.044642857142857144,1959,1950s
197,0.0784313725490196,0.0196078431372549,0.07547169811320754,0.0,0.0660377358490566,1959,1950s
198,0.09239130434782608,0.0,0.09644670050761421,0.0,0.030456852791878174,1959,1950s
199,0.08247422680412371,0.0,0.17647058823529413,0.0,0.08823529411764706,1959,1950s
200,0.044444444444444446,0.0,0.07368421052631578,0.0,0.07368421052631578,1959,1950s
201,0.019011406844106463,0.022813688212927757,0.13553113553113552,0.007326007326007326,0.07692307692307693,1959,1950s
202,0.022900763358778626,0.0,0.06918238993710692,0.0,0.006289308176100629,1959,1950s
203,0.1111111111111111,0.0,0.12217194570135746,0.0,0.04072398190045249,1959,1950s
204,0.0738255033557047,0.013422818791946308,0.15757575757575756,0.0,0.07272727272727272,1959,1950s
205,0.0,0.0,0.14767932489451477,0.05907172995780591,0.029535864978902954,1959,1950s
206,0.042328042328042326,0.005291005291005291,0.3229166666666667,0.0,0.005208333333333333,1959,1950s
207,0.12403100775193798,0.0,0.16312056737588654,0.0,0.0425531914893617,1959,1950s
208,0.0,0.0,0.15,0.0,0.1,1959,1950s
209,0.1553398058252427,0.0,0.1623931623931624,0.0,0.06837606837606838,1959,1950s
210,0.018867924528301886,0.031446540880503145,0.08333333333333333,0.0,0.08928571428571429,1959,1950s
211,0.14210526315789473,0.0,0.19487179487179487,0.0,0.05128205128205128,1959,1950s
212,0.019933554817275746,0.053156146179401995,0.08985507246376812,0.011594202898550725,0.02318840579710145,1959,1950s
213,0.029535864978902954,0.08438818565400844,0.16666666666666666,0.0,0.05555555555555555,1959,1950s
214,0.12857142857142856,0.004761904761904762,0.1590909090909091,0.0,0.1,1959,1950s
215,0.03333333333333333,0.0,0.109717868338558,0.006269592476489028,0.012539184952978056,1959,1950s
216,0.1111111111111111,0.0,0.13636363636363635,0.0,0.045454545454545456,1959,1950s
217,0.03365384615384615,0.004807692307692308,0.06437768240343347,0.017167381974248927,0.017167381974248927,1959,1950s
218,0.12048192771084337,0.012048192771084338,0.13636363636363635,0.0,0.13636363636363635,1959,1950s
219,0.05472636815920398,0.0,0.20930232558139536,0.0,0.018604651162790697,1959,1950s
220,0.04017857142857143,0.008928571428571428,0.1277533039647577,0.004405286343612335,0.09251101321585903,1959,1950s
221,0.05263157894736842,0.0,0.2670807453416149,0.0,0.043478260869565216,1960,1960s
222,0.05517241379310345,0.0,0.1686046511627907,0.005813953488372093,0.06976744186046512,1960,1960s
223,0.08,0.0,0.06923076923076923,0.007692307692307693,0.038461538461538464,1960,1960s
224,0.1340782122905028,0.0111731843575419,0.08673469387755102,0.0,0.11224489795918367,1960,1960s
225,0.017241379310344827,0.017241379310344827,0.11026615969581749,0.0,0.03802281368821293,1960,1960s
226,0.03389830508474576,0.005649717514124294,0.04371584699453552,0.0,0.02185792349726776,1960,1960s
227,0.059880239520958084,0.0,0.07731958762886598,0.0,0.02577319587628866,1960,1960s
228,0.058823529411764705,0.0,0.07916666666666666,0.008333333333333333,0.008333333333333333,1960,1960s
229,0.10300429184549356,0.0,0.037578288100208766,0.006263048016701462,0.04175365344467641,1960,1960s
230,0.13725490196078433,0.006535947712418301,0.09090909090909091,0.0,0.01818181818181818,1960,1960s
231,0.06474820143884892,0.014388489208633094,0.0718954248366013,0.0,0.13725490196078433,1960,1960s
232,0.044642857142857144,0.0,0.021739130434782608,0.0,0.07065217391304347,1960,1960s
233,0.1346153846153846,0.0,0.19875776397515527,0.0,0.049689440993788817,1960,1960s
234,0.051181102362204724,0.0,0.08303249097472924,0.0,0.039711191335740074,1960,1960s
235,0.002288329519450801,0.057208237986270026,0.09932279909706546,0.029345372460496615,0.002257336343115124,1960,1960s
236,0.03686635944700461,0.0,0.12658227848101267,0.0,0.02109704641350211,1960,1960s
237,0.13761467889908258,0.01834862385321101,0.20689655172413793,0.0,0.10344827586206896,1960,1960s
238,0.07746478873239436,0.0,0.1032258064516129,0.0,0.05161290322580645,1960,1960s
239,0.061224489795918366,0.0,0.26732673267326734,0.0,0.054455445544554455,1960,1960s
240,0.10256410256410256,0.0,0.09876543209876543,0.0,0.024691358024691357,1960,1960s
241,0.0962962962962963,0.0,0.18796992481203006,0.0,0.11278195488721804,1960,1960s
242,0.15384615384615385,0.0,0.06451612903225806,0.0,0.04838709677419355,1960,1960s
243,0.04065040650406504,0.016260162601626018,0.055776892430278883,0.00796812749003984,0.04780876494023904,1960,1960s
244,0.058333333333333334,0.0,0.0625,0.0,0.027777777777777776,1960,1960s
245,0.14492753623188406,0.0,0.17094017094017094,0.0,0.06837606837606838,1960,1960s
246,0.0297029702970297,0.0,0.2072072072072072,0.0,0.009009009009009009,1960,1960s
247,0.056179775280898875,0.0,0.09782608695652174,0.0,0.07608695652173914,1960,1960s
248,0.05172413793103448,0.02586206896551724,0.15384615384615385,0.0,0.1111111111111111,1960,1960s
249,0.06299212598425197,0.0,0.18867924528301888,0.0,0.022641509433962263,1960,1960s
250,0.051094890510948905,0.0,0.04487179487179487,0.0,0.0,1960,1960s
251,0.13186813186813187,0.0,0.07526881720430108,0.0,0.021505376344086023,1960,1960s
252,0.043478260869565216,0.03260869565217391,0.08021390374331551,0.0,0.0748663101604278,1960,1960s
253,0.043731778425655975,0.0,0.1015625,0.0,0.10677083333333333,1960,1960s
254,0.030973451327433628,0.0,0.048582995951417005,0.0,0.10931174089068826,1960,1960s
255,0.09036144578313253,0.0,0.08045977011494253,0.005747126436781609,0.017241379310344827,1960,1960s
256,0.10596026490066225,0.0,0.046052631578947366,0.0,0.03289473684210526,1960,1960s
257,0.0867579908675799,0.0,0.06329113924050633,0.0,0.03375527426160337,1960,1960s
258,0.0,0.07633587786259542,0.16176470588235295,0.0,0.08823529411764706,1960,1960s
259,0.08849557522123894,0.0,0.04918032786885246,0.0,0.07377049180327869,1960,1960s
260,0.07017543859649122,0.0,0.06486486486486487,0.0,0.05945945945945946,1960,1960s
261,0.14,0.0,0.11320754716981132,0.02830188679245283,0.05660377358490566,1960,1960s
262,0.07058823529411765,0.0,0.09090909090909091,0.0,0.022727272727272728,1960,1960s
263,0.11851851851851852,0.0,0.1773049645390071,0.0,0.0425531914893617,1961,1960s
264,0.10666666666666667,0.013333333333333334,0.06547619047619048,0.0,0.017857142857142856,1961,1960s
265,0.01282051282051282,0.0,0.09090909090909091,0.0,0.01567398119122257,1961,1960s
266,0.034482758620689655,0.011494252873563218,0.14942528735632185,0.0,0.022988505747126436,1961,1960s
267,0.12987012987012986,0.006493506493506494,0.09433962264150944,0.0,0.0440251572327044,1961,1960s
268,0.09565217391304348,0.0,0.06557377049180328,0.0,0.02459016393442623,1961,1960s
269,0.029585798816568046,0.0,0.11497326203208556,0.03208556149732621,0.0213903743315508,1961,1960s
270,0.08522727272727272,0.011363636363636364,0.060109289617486336,0.0,0.03825136612021858,1961,1960s
271,0.030303030303030304,0.004329004329004329,0.14859437751004015,0.004016064257028112,0.024096385542168676,1961,1960s
272,0.07518796992481203,0.0,0.08,0.0,0.12,1961,1960s
273,0.056,0.0,0.10505836575875487,0.0038910505836575876,0.03501945525291829,1961,1960s
274,0.14788732394366197,0.0,0.17627118644067796,0.0,0.10508474576271186,1961,1960s
275,0.13903743315508021,0.0,0.09322033898305085,0.0,0.0423728813559322,1961,1960s
276,0.0,0.009174311926605505,0.18018018018018017,0.0045045045045045045,0.05405405405405406,1961,1960s
277,0.0391304347826087,0.0,0.24803149606299213,0.003937007874015748,0.051181102362204724,1961,1960s
278,0.0989010989010989,0.0,0.14659685863874344,0.0,0.041884816753926704,1961,1960s
279,0.10526315789473684,0.0,0.03125,0.0,0.015625,1961,1960s
280,0.09090909090909091,0.030303030303030304,0.1568627450980392,0.0,0.12745098039215685,1961,1960s
281,0.12987012987012986,0.0,0.16184971098265896,0.0,0.03468208092485549,1961,1960s
282,0.06484641638225255,0.0,0.029315960912052116,0.0,0.026058631921824105,1961,1960s
283,0.10714285714285714,0.011904761904761904,0.13636363636363635,0.0,0.03409090909090909,1961,1960s
284,0.07692307692307693,0.0,0.10344827586206896,0.0,0.028735632183908046,1961,1960s
285,0.08673469387755102,0.01020408163265306,0.08374384236453201,0.0,0.019704433497536946,1961,1960s
286,0.13580246913580246,0.006172839506172839,0.05263157894736842,0.0,0.04678362573099415,1961,1960s
287,0.029411764705882353,0.0,0.028735632183908046,0.0,0.011494252873563218,1961,1960s
288,0.09655172413793103,0.0,0.09183673469387756,0.0,0.06802721088435375,1961,1960s
289,0.06722689075630252,0.01680672268907563,0.23846153846153847,0.023076923076923078,0.03076923076923077,1961,1960s
290,0.03723404255319149,0.0,0.11979166666666667,0.0,0.020833333333333332,1961,1960s
291,0.07065217391304347,0.0,0.19791666666666666,0.0,0.020833333333333332,1961,1960s
292,0.0,0.08771929824561403,0.13793103448275862,0.0,0.1206896551724138,1961,1960s
293,0.09782608695652174,0.0,0.11956521739130435,0.0,0.08695652173913043,1961,1960s
294,0.10526315789473684,0.007518796992481203,0.15714285714285714,0.0,0.04285714285714286,1961,1960s
295,0.06140350877192982,0.0,0.016129032258064516,0.0,0.024193548387096774,1961,1960s
296,0.06611570247933884,0.0,0.16287878787878787,0.0,0.06818181818181818,1961,1960s
297,0.0975609756097561,0.0,0.16265060240963855,0.0,0.09036144578313253,1961,1960s
298,0.0915032679738562,0.0,0.147239263803681,0.0,0.147239263803681,1961,1960s
299,0.2345679012345679,0.0,0.095,0.0,0.135,1961,1960s
300,0.102803738317757,0.014018691588785047,0.10743801652892562,0.0,0.11570247933884298,1961,1960s
301,0.06818181818181818,0.005681818181818182,0.12568306010928962,0.0,0.03825136612021858,1961,1960s
302,0.05737704918032787,0.00819672131147541,0.21428571428571427,0.0,0.06349206349206349,1961,1960s
303,0.02358490566037736,0.04716981132075472,0.09375,0.0,0.05803571428571429,1961,1960s
304,0.0639269406392694,0.0091324200913242,0.19555555555555557,0.008888888888888889,0.05333333333333334,1961,1960s
305,0.09392265193370165,0.0,0.06951871657754011,0.0,0.053475935828877004,1961,1960s
306,0.05150214592274678,0.0,0.14035087719298245,0.0,0.03070175438596491,1961,1960s
